LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1099.615322,1099.615302,1661327417.902092,40609.333,4497,3,PI,1,100,154807
1099.654899,1099.654878,1661327417.941669,40647.667,4497,3,PI,1,100,154798
1099.694475,1099.694455,1661327417.981246,40686.000,4497,3,PI,1,100,154798
1099.734741,1099.734721,1661327418.021511,40725.000,4514,2,PI,1,100,154797
1099.775006,1099.774986,1661327418.061776,40764.000,4514,2,PI,1,100,154799
1099.815615,1099.815595,1661327418.102386,40803.333,4531,3,PI,1,100,154797
1099.856224,1099.856204,1661327418.142995,40842.667,4531,3,PI,1,100,154801
1099.896834,1099.896814,1661327418.183604,40882.000,4531,3,PI,1,100,154809
1099.936755,1099.936735,1661327418.223525,40920.667,4555,3,PI,1,100,154810
1099.976676,1099.976656,1661327418.263446,40959.333,4555,3,PI,1,100,154815
1100.016597,1100.016577,1661327418.303367,40998.000,4555,3,PI,1,100,154835
1100.056518,1100.056498,1661327418.343288,41036.667,4573,3,PI,1,100,154848
1100.096439,1100.096419,1661327418.383209,41075.333,4573,3,PI,1,100,154855
1100.136360,1100.136340,1661327418.423130,41114.000,4573,3,PI,1,100,154860
1100.176281,1100.176261,1661327418.463051,41152.667,4591,3,PI,1,100,154868
1100.216202,1100.216182,1661327418.502972,41191.333,4591,3,PI,1,100,154879
1100.256123,1100.256103,1661327418.542893,41230.000,4591,3,PI,1,100,154848
1100.295356,1100.295336,1661327418.582126,41268.000,4607,2,PI,1,100,154788
1100.334588,1100.334568,1661327418.621359,41306.000,4607,2,PI,1,100,154655
1100.374853,1100.374833,1661327418.661624,41345.000,4625,3,PI,1,100,154503
1100.415119,1100.415099,1661327418.701889,41384.000,4625,3,PI,1,100,154363
1100.455384,1100.455364,1661327418.742154,41423.000,4625,3,PI,1,100,154277
1100.495133,1100.495113,1661327418.781903,41461.500,4642,2,PI,1,100,154145
1100.534882,1100.534862,1661327418.821652,41500.000,4642,2,PI,1,100,154070
1100.575147,1100.575127,1661327418.861917,41539.000,4658,3,PI,1,100,154239
1100.615412,1100.615392,1661327418.902183,41578.000,4658,3,PI,1,100,154473
1100.655677,1100.655657,1661327418.942448,41617.000,4658,3,PI,1,100,154295
1100.695598,1100.695578,1661327418.982369,41655.667,4675,3,PI,1,100,154310
1100.735519,1100.735499,1661327419.022290,41694.333,4675,3,PI,1,100,154459
1100.775440,1100.775420,1661327419.062211,41733.000,4675,3,PI,1,100,154522
1100.815189,1100.815169,1661327419.101960,41771.500,4690,2,PI,1,100,154634
1100.854938,1100.854918,1661327419.141709,41810.000,4690,2,PI,1,100,154743
1100.894171,1100.894151,1661327419.180942,41848.000,4709,3,PI,1,100,154783
1100.933404,1100.933384,1661327419.220174,41886.000,4709,3,PI,1,100,154766
1100.972636,1100.972616,1661327419.259407,41924.000,4709,3,PI,1,100,154782
1101.012901,1101.012881,1661327419.299672,41963.000,4725,2,PI,1,100,154806
1101.053167,1101.053147,1661327419.339937,42002.000,4725,2,PI,1,100,154864
1101.093088,1101.093068,1661327419.379858,42040.667,4747,3,PI,1,100,154905
1101.133009,1101.132989,1661327419.419779,42079.333,4747,3,PI,1,100,154930
1101.172930,1101.172910,1661327419.459700,42118.000,4747,3,PI,1,100,154951
1101.212851,1101.212831,1661327419.499621,42156.667,4763,3,PI,1,100,154952
1101.252772,1101.252752,1661327419.539542,42195.333,4763,3,PI,1,100,154973
1101.292693,1101.292673,1661327419.579463,42234.000,4763,3,PI,1,100,155013
1101.332442,1101.332422,1661327419.619212,42272.500,4778,2,PI,1,100,155030
1101.372191,1101.372171,1661327419.658961,42311.000,4778,2,PI,1,100,155064
1101.412112,1101.412092,1661327419.698882,42349.667,4795,3,PI,1,100,155077
1101.452033,1101.452013,1661327419.738803,42388.333,4795,3,PI,1,100,155069
1101.491954,1101.491934,1661327419.778724,42427.000,4795,3,PI,1,100,155054
1101.531186,1101.531166,1661327419.817957,42465.000,4815,3,PI,1,100,155039
1101.570419,1101.570399,1661327419.857190,42503.000,4815,3,PI,1,100,155021
1101.609652,1101.609632,1661327419.896423,42541.000,4815,3,PI,1,100,155031
1101.649917,1101.649897,1661327419.936688,42580.000,4831,2,PI,1,100,155022
1101.690182,1101.690162,1661327419.976953,42619.000,4831,2,PI,1,100,155061
1101.729759,1101.729739,1661327420.016530,42657.333,4848,3,PI,1,100,155089
1101.769336,1101.769316,1661327420.056107,42695.667,4848,3,PI,1,100,155105
1101.808913,1101.808893,1661327420.095684,42734.000,4848,3,PI,1,100,155150
1101.848662,1101.848642,1661327420.135432,42772.500,4865,2,PI,1,100,155174
1101.888411,1101.888391,1661327420.175181,42811.000,4865,2,PI,1,100,155180
1101.928332,1101.928312,1661327420.215102,42849.667,4882,3,PI,1,100,155174
1101.968253,1101.968233,1661327420.255023,42888.333,4882,3,PI,1,100,155199
1102.008174,1102.008154,1661327420.294945,42927.000,4882,3,PI,1,100,155202
1102.047751,1102.047731,1661327420.334522,42965.333,4899,3,PI,1,100,155203
1102.087327,1102.087307,1661327420.374098,43003.667,4899,3,PI,1,100,155219
1102.126904,1102.126884,1661327420.413675,43042.000,4899,3,PI,1,100,155225
1102.166653,1102.166633,1661327420.453424,43080.500,4918,2,PI,1,100,155236
1102.206402,1102.206382,1661327420.493173,43119.000,4918,2,PI,1,100,155245
1102.246323,1102.246303,1661327420.533094,43157.667,4932,3,PI,1,100,155269
1102.286244,1102.286224,1661327420.573015,43196.333,4932,3,PI,1,100,155307
1102.326165,1102.326145,1661327420.612936,43235.000,4932,3,PI,1,100,155370
1102.366086,1102.366066,1661327420.652857,43273.667,4952,3,PI,1,100,155418
1102.406007,1102.405987,1661327420.692778,43312.333,4952,3,PI,1,100,155453
1102.445928,1102.445908,1661327420.732699,43351.000,4952,3,PI,1,100,155470
1102.485677,1102.485657,1661327420.772448,43389.500,4968,2,PI,1,100,155474
1102.525426,1102.525406,1661327420.812197,43428.000,4968,2,PI,1,100,155486
1102.565691,1102.565671,1661327420.852462,43467.000,4985,3,PI,1,100,155510
1102.605957,1102.605937,1661327420.892727,43506.000,4985,3,PI,1,100,155504
1102.646222,1102.646202,1661327420.932993,43545.000,4985,3,PI,1,100,155494
1102.685971,1102.685951,1661327420.972742,43583.500,5001,2,PI,1,100,155473
1102.725720,1102.725700,1661327421.012491,43622.000,5001,2,PI,1,100,155480
1102.764608,1102.764588,1661327421.051379,43659.667,5017,3,PI,1,100,155501
1102.803497,1102.803477,1661327421.090268,43697.333,5017,3,PI,1,100,155509
1102.842385,1102.842365,1661327421.129156,43735.000,5017,3,PI,1,100,155513
1102.882306,1102.882286,1661327421.169077,43773.667,5033,3,PI,1,100,155532
1102.922227,1102.922207,1661327421.208998,43812.333,5033,3,PI,1,100,155546
1102.962148,1102.962128,1661327421.248919,43851.000,5033,3,PI,1,100,155543
1103.002414,1103.002394,1661327421.289185,43890.000,5055,2,PI,1,100,155547
1103.042679,1103.042659,1661327421.329450,43929.000,5055,2,PI,1,100,155556
1103.082600,1103.082580,1661327421.369371,43967.667,5074,3,PI,1,100,155556
1103.122521,1103.122501,1661327421.409292,44006.333,5074,3,PI,1,100,155560
1103.162442,1103.162422,1661327421.449213,44045.000,5074,3,PI,1,100,155578
1103.202019,1103.201999,1661327421.488790,44083.333,5091,3,PI,1,100,155593
1103.241595,1103.241575,1661327421.528367,44121.667,5091,3,PI,1,100,155590
1103.281172,1103.281152,1661327421.567943,44160.000,5091,3,PI,1,100,155610
1103.320921,1103.320901,1661327421.607692,44198.500,5105,2,PI,1,100,155620
1103.360670,1103.360650,1661327421.647441,44237.000,5105,2,PI,1,100,155624
1103.399559,1103.399539,1661327421.686330,44274.667,5125,3,PI,1,100,155637
1103.438447,1103.438427,1661327421.725219,44312.333,5125,3,PI,1,100,155645
1103.477336,1103.477316,1661327421.764107,44350.000,5125,3,PI,1,100,155635
1103.517601,1103.517581,1661327421.804372,44389.000,5141,2,PI,1,100,155642
1103.557866,1103.557846,1661327421.844637,44428.000,5141,2,PI,1,100,155669
1103.598476,1103.598456,1661327421.885247,44467.333,5159,3,PI,1,100,155693
1103.639085,1103.639065,1661327421.925856,44506.667,5159,3,PI,1,100,155711
1103.679694,1103.679674,1661327421.966465,44546.000,5159,3,PI,1,100,155729
1103.720304,1103.720284,1661327422.007075,44585.333,5174,3,PI,1,100,155718
1103.760913,1103.760893,1661327422.047684,44624.667,5174,3,PI,1,100,155720
1103.801522,1103.801502,1661327422.088293,44664.000,5174,3,PI,1,100,155726
1103.841271,1103.841251,1661327422.128042,44702.500,5191,2,PI,1,100,155736
1103.881020,1103.881000,1661327422.167791,44741.000,5191,2,PI,1,100,155747
1103.920597,1103.920577,1661327422.207368,44779.333,5207,3,PI,1,100,155747
1103.960174,1103.960154,1661327422.246945,44817.667,5207,3,PI,1,100,155761
1103.999751,1103.999731,1661327422.286522,44856.000,5207,3,PI,1,100,155765
1104.046727,1104.046707,1661327422.333498,44901.500,5227,2,PI,1,100,155760
1104.093703,1104.093683,1661327422.380474,44947.000,5227,2,PI,1,100,155768
1104.133280,1104.133260,1661327422.420051,44985.333,5245,3,PI,1,100,155795
1104.172856,1104.172836,1661327422.459628,45023.667,5245,3,PI,1,100,155784
1104.212433,1104.212413,1661327422.499205,45062.000,5245,3,PI,1,100,155793
1104.251666,1104.251646,1661327422.538437,45100.000,5260,2,PI,1,100,155813
1104.290899,1104.290879,1661327422.577670,45138.000,5260,2,PI,1,100,155820
1104.331852,1104.331832,1661327422.618623,45177.667,5276,3,PI,1,100,155822
1104.372806,1104.372786,1661327422.659577,45217.333,5276,3,PI,1,100,155863
1104.413759,1104.413739,1661327422.700531,45257.000,5276,3,PI,1,100,155904
1104.454024,1104.454004,1661327422.740796,45296.000,5294,2,PI,1,100,155912
1104.494289,1104.494270,1661327422.781061,45335.000,5294,2,PI,1,100,155920
1104.534210,1104.534191,1661327422.820982,45373.667,5313,3,PI,1,100,155929
1104.574132,1104.574112,1661327422.860903,45412.333,5313,3,PI,1,100,155936
1104.614053,1104.614033,1661327422.900824,45451.000,5313,3,PI,1,100,155945
1104.653974,1104.653954,1661327422.940745,45489.667,5331,3,PI,1,100,155947
1104.693895,1104.693875,1661327422.980666,45528.333,5331,3,PI,1,100,155943
1104.733816,1104.733796,1661327423.020587,45567.000,5331,3,PI,1,100,155942
1104.773565,1104.773545,1661327423.060336,45605.500,5349,2,PI,1,100,155926
1104.813313,1104.813294,1661327423.100085,45644.000,5349,2,PI,1,100,155919
1104.853234,1104.853215,1661327423.140006,45682.667,5366,3,PI,1,100,155919
1104.893155,1104.893136,1661327423.179927,45721.333,5366,3,PI,1,100,155937
1104.933077,1104.933057,1661327423.219848,45760.000,5366,3,PI,1,100,155925
1104.974374,1104.974354,1661327423.261146,45800.000,5382,2,PI,1,100,155918
1105.015672,1105.015652,1661327423.302443,45840.000,5382,2,PI,1,100,155925
1105.055593,1105.055573,1661327423.342364,45878.667,5400,3,PI,1,100,155908
1105.095514,1105.095494,1661327423.382285,45917.333,5400,3,PI,1,100,155893
1105.135435,1105.135415,1661327423.422206,45956.000,5400,3,PI,1,100,155884
1105.175356,1105.175336,1661327423.462127,45994.667,5416,3,PI,1,100,155885
1105.215277,1105.215257,1661327423.502048,46033.333,5416,3,PI,1,100,155883
1105.255198,1105.255178,1661327423.541969,46072.000,5416,3,PI,1,100,155873
1105.294947,1105.294927,1661327423.581718,46110.500,5438,2,PI,1,100,155890
1105.334696,1105.334676,1661327423.621467,46149.000,5438,2,PI,1,100,155901
1105.374273,1105.374253,1661327423.661044,46187.333,5457,3,PI,1,100,155890
1105.413849,1105.413830,1661327423.700621,46225.667,5457,3,PI,1,100,155884
1105.453426,1105.453406,1661327423.740198,46264.000,5457,3,PI,1,100,155893
1105.493691,1105.493672,1661327423.780463,46303.000,5474,3,PI,1,100,155898
1105.533957,1105.533937,1661327423.820728,46342.000,5474,3,PI,1,100,155902
1105.574222,1105.574202,1661327423.860993,46381.000,5474,3,PI,1,100,155898
1105.615003,1105.614983,1661327423.901775,46420.500,5489,2,PI,1,100,155908
1105.655785,1105.655765,1661327423.942556,46460.000,5489,2,PI,1,100,155914
1105.695706,1105.695686,1661327423.982477,46498.667,5506,3,PI,1,100,155920
1105.735627,1105.735607,1661327424.022398,46537.333,5506,3,PI,1,100,155916
1105.775548,1105.775528,1661327424.062319,46576.000,5506,3,PI,1,100,155911
1105.815297,1105.815277,1661327424.102068,46614.500,5522,2,PI,1,100,155912
1105.855046,1105.855026,1661327424.141817,46653.000,5522,2,PI,1,100,155904
1105.895311,1105.895291,1661327424.182082,46692.000,5539,3,PI,1,100,155907
1105.935576,1105.935556,1661327424.222347,46731.000,5539,3,PI,1,100,155916
1105.975841,1105.975821,1661327424.262613,46770.000,5539,3,PI,1,100,155937
1106.015418,1106.015398,1661327424.302190,46808.333,5555,3,PI,1,100,155945
1106.054995,1106.054975,1661327424.341766,46846.667,5555,3,PI,1,100,155949
1106.094572,1106.094552,1661327424.381343,46885.000,5555,3,PI,1,100,155967
1106.133288,1106.133268,1661327424.420060,46922.500,5578,2,PI,1,100,155977
1106.172005,1106.171985,1661327424.458776,46960.000,5578,2,PI,1,100,155975
1106.211926,1106.211906,1661327424.498697,46998.667,5594,3,PI,1,100,155996
1106.251847,1106.251827,1661327424.538618,47037.333,5594,3,PI,1,100,156013
1106.291768,1106.291748,1661327424.578539,47076.000,5594,3,PI,1,100,156022
1106.332033,1106.332013,1661327424.618804,47115.000,5611,2,PI,1,100,156025
1106.372298,1106.372278,1661327424.659070,47154.000,5611,2,PI,1,100,156046
1106.412219,1106.412199,1661327424.698991,47192.667,5628,3,PI,1,100,156055
1106.452140,1106.452120,1661327424.738912,47231.333,5628,3,PI,1,100,156050
1106.492061,1106.492041,1661327424.778833,47270.000,5628,3,PI,1,100,156061
1106.531982,1106.531962,1661327424.818754,47308.667,5645,3,PI,1,100,156064
1106.571903,1106.571883,1661327424.858675,47347.333,5645,3,PI,1,100,156050
1106.611824,1106.611804,1661327424.898596,47386.000,5645,3,PI,1,100,156040
1106.651573,1106.651553,1661327424.938345,47424.500,5659,2,PI,1,100,156048
1106.691322,1106.691302,1661327424.978094,47463.000,5659,2,PI,1,100,156057
1106.730555,1106.730535,1661327425.017327,47501.000,5677,3,PI,1,100,156036
1106.769787,1106.769768,1661327425.056559,47539.000,5677,3,PI,1,100,156018
1106.809020,1106.809000,1661327425.095792,47577.000,5677,3,PI,1,100,156020
1106.848941,1106.848921,1661327425.135713,47615.667,5693,3,PI,1,100,156021
1106.888862,1106.888842,1661327425.175634,47654.333,5693,3,PI,1,100,156023
1106.928783,1106.928763,1661327425.215555,47693.000,5693,3,PI,1,100,156017
1106.969048,1106.969029,1661327425.255820,47732.000,5710,2,PI,1,100,156016
1107.009314,1107.009294,1661327425.296085,47771.000,5710,2,PI,1,100,155999
1107.049235,1107.049215,1661327425.336006,47809.667,5726,3,PI,1,100,155993
1107.089156,1107.089136,1661327425.375927,47848.333,5726,3,PI,1,100,155994
1107.129077,1107.129057,1661327425.415848,47887.000,5726,3,PI,1,100,156009
1107.168653,1107.168634,1661327425.455425,47925.333,5744,3,PI,1,100,156021
1107.208230,1107.208210,1661327425.495002,47963.667,5744,3,PI,1,100,156029
1107.247807,1107.247787,1661327425.534579,48002.000,5744,3,PI,1,100,156030
1107.287040,1107.287020,1661327425.573812,48040.000,5760,2,PI,1,100,156044
1107.326273,1107.326253,1661327425.613045,48078.000,5760,2,PI,1,100,156047
1107.365505,1107.365486,1661327425.652277,48116.000,5778,3,PI,1,100,156047
1107.404738,1107.404718,1661327425.691510,48154.000,5778,3,PI,1,100,156068
1107.443971,1107.443951,1661327425.730743,48192.000,5778,3,PI,1,100,156079
1107.484236,1107.484216,1661327425.771008,48231.000,5794,2,PI,1,100,156074
1107.524501,1107.524481,1661327425.811273,48270.000,5794,2,PI,1,100,156085
1107.564422,1107.564402,1661327425.851194,48308.667,5812,3,PI,1,100,156110
1107.604343,1107.604323,1661327425.891115,48347.333,5812,3,PI,1,100,156107
1107.644264,1107.644244,1661327425.931036,48386.000,5812,3,PI,1,100,156108
1107.684185,1107.684165,1661327425.970957,48424.667,5828,3,PI,1,100,156105
1107.724106,1107.724086,1661327426.010878,48463.333,5828,3,PI,1,100,156090
1107.764027,1107.764007,1661327426.050799,48502.000,5828,3,PI,1,100,156068
1107.803948,1107.803928,1661327426.090720,48540.667,5845,3,PI,1,100,156070
1107.843869,1107.843849,1661327426.130641,48579.333,5845,3,PI,1,100,156080
1107.883790,1107.883770,1661327426.170562,48618.000,5845,3,PI,1,100,156078
1107.923539,1107.923519,1661327426.210311,48656.500,5861,2,PI,1,100,156082
1107.963288,1107.963268,1661327426.250060,48695.000,5861,2,PI,1,100,156091
1108.002865,1108.002845,1661327426.289637,48733.333,5879,3,PI,1,100,156082
1108.042442,1108.042422,1661327426.329214,48771.667,5879,3,PI,1,100,156087
1108.082019,1108.081999,1661327426.368791,48810.000,5879,3,PI,1,100,156091
1108.121768,1108.121748,1661327426.408540,48848.500,5896,2,PI,1,100,156090
1108.161517,1108.161497,1661327426.448289,48887.000,5896,2,PI,1,100,156089
1108.201438,1108.201418,1661327426.488210,48925.667,5912,3,PI,1,100,156112
1108.241359,1108.241339,1661327426.528131,48964.333,5912,3,PI,1,100,156107
1108.281280,1108.281260,1661327426.568052,49003.000,5912,3,PI,1,100,156100
1108.320857,1108.320837,1661327426.607629,49041.333,5928,3,PI,1,100,156108
1108.360434,1108.360414,1661327426.647206,49079.667,5928,3,PI,1,100,156122
1108.400010,1108.399991,1661327426.686782,49118.000,5928,3,PI,1,100,156113
1108.440276,1108.440256,1661327426.727048,49157.000,5951,2,PI,1,100,156120
1108.480541,1108.480521,1661327426.767313,49196.000,5951,2,PI,1,100,156144
1108.519773,1108.519754,1661327426.806545,49234.000,5967,3,PI,1,100,156143
1108.559006,1108.558986,1661327426.845778,49272.000,5967,3,PI,1,100,156136
1108.598239,1108.598219,1661327426.885011,49310.000,5967,3,PI,1,100,156133
1108.637816,1108.637796,1661327426.924588,49348.333,5986,3,PI,1,100,156150
1108.677393,1108.677373,1661327426.964165,49386.667,5986,3,PI,1,100,156136
1108.716969,1108.716950,1661327427.003742,49425.000,5986,3,PI,1,100,156116
1108.756718,1108.756699,1661327427.043491,49463.500,6003,2,PI,1,100,156113
1108.796467,1108.796448,1661327427.083240,49502.000,6003,2,PI,1,100,156120
1108.844476,1108.844456,1661327427.131248,49548.500,6020,2,PI,1,100,156115
1108.892484,1108.892464,1661327427.179256,49595.000,6020,2,PI,1,100,156107
1108.933094,1108.933074,1661327427.219866,49634.333,6038,3,PI,1,100,156117
1108.973703,1108.973683,1661327427.260475,49673.667,6038,3,PI,1,100,156123
1109.014312,1109.014292,1661327427.301085,49713.000,6038,3,PI,1,100,156118
